HMDB	KEGG
HMDB09493	C00350
HMDB09494	C00350
HMDB09495	C00350
HMDB09496	C00350
HMDB09497	C00350
HMDB09498	C00350
HMDB09499	C00350
HMDB09500	C00350
HMDB09501	C00350
HMDB09502	C00350
HMDB09503	C00350
HMDB09504	C00350
HMDB09505	C00350
HMDB09506	C00350
HMDB09507	C00350
HMDB09508	C00350
HMDB09509	C00350
HMDB09510	C00350
HMDB09511	C00350
HMDB09512	C00350
HMDB09513	C00350
HMDB09514	C00350
HMDB09515	C00350
HMDB09516	C00350
HMDB09517	C00350
HMDB09518	C00350
HMDB09519	C00350
HMDB09520	C00350
HMDB09521	C00350
HMDB09522	C00350
HMDB09523	C00350
HMDB09524	C00350
HMDB09525	C00350
HMDB09526	C00350
HMDB09527	C00350
HMDB09528	C00350
HMDB09529	C00350
HMDB09530	C00350
HMDB09531	C00350
HMDB09532	C00350
HMDB09533	C00350
HMDB09534	C00350
HMDB09535	C00350
HMDB09536	C00350
HMDB09537	C00350
HMDB09538	C00350
HMDB09539	C00350
HMDB09540	C00350
HMDB09541	C00350
HMDB09542	C00350
HMDB09543	C00350
HMDB09544	C00350
HMDB09545	C00350
HMDB09546	C00350
HMDB09547	C00350
HMDB09548	C00350
HMDB09549	C00350
HMDB09550	C00350
HMDB09551	C00350
HMDB09552	C00350
HMDB09553	C00350
HMDB09554	C00350
HMDB09555	C00350
HMDB09556	C00350
HMDB09557	C00350
HMDB09558	C00350
HMDB09559	C00350
HMDB09560	C00350
HMDB09561	C00350
HMDB09562	C00350
HMDB09563	C00350
HMDB09564	C00350
HMDB09565	C00350
HMDB09566	C00350
HMDB09567	C00350
HMDB09568	C00350
HMDB09569	C00350
HMDB09570	C00350
HMDB09571	C00350
HMDB09572	C00350
HMDB09573	C00350
HMDB09574	C00350
HMDB09575	C00350
HMDB09576	C00350
HMDB09577	C00350
HMDB09578	C00350
HMDB09579	C00350
HMDB09580	C00350
HMDB09581	C00350
HMDB09582	C00350
HMDB09583	C00350
HMDB09584	C00350
HMDB09585	C00350
HMDB09586	C00350
HMDB09587	C00350
HMDB09588	C00350
HMDB09589	C00350
HMDB09590	C00350
HMDB09591	C00350
HMDB09592	C00350
HMDB09593	C00350
HMDB09594	C00350
HMDB09595	C00350
HMDB09596	C00350
HMDB09597	C00350
HMDB09598	C00350
HMDB09599	C00350
HMDB09600	C00350
HMDB09601	C00350
HMDB09602	C00350
HMDB09603	C00350
HMDB09604	C00350
HMDB09605	C00350
HMDB09606	C00350
HMDB09607	C00350
HMDB09608	C00350
HMDB09609	C00350
HMDB09610	C00350
HMDB09611	C00350
HMDB09612	C00350
HMDB09613	C00350
HMDB09614	C00350
HMDB09615	C00350
HMDB09616	C00350
HMDB09617	C00350
HMDB09618	C00350
HMDB09619	C00350
HMDB09620	C00350
HMDB09621	C00350
HMDB09622	C00350
HMDB09623	C00350
HMDB09624	C00350
HMDB09625	C00350
HMDB09626	C00350
HMDB09627	C00350
HMDB09628	C00350
HMDB09629	C00350
HMDB09630	C00350
HMDB09631	C00350
HMDB09632	C00350
HMDB09633	C00350
HMDB09634	C00350
HMDB09635	C00350
HMDB09636	C00350
HMDB09637	C00350
HMDB09638	C00350
HMDB09639	C00350
HMDB09640	C00350
HMDB09641	C00350
HMDB09642	C00350
HMDB09643	C00350
HMDB09644	C00350
HMDB09645	C00350
HMDB09646	C00350
HMDB09647	C00350
HMDB09648	C00350
HMDB09649	C00350
HMDB09650	C00350
HMDB09651	C00350
HMDB09652	C00350
HMDB09653	C00350
HMDB09654	C00350
HMDB09655	C00350
HMDB09656	C00350
HMDB09657	C00350
HMDB09658	C00350
HMDB09659	C00350
HMDB09660	C00350
HMDB09661	C00350
HMDB09662	C00350
HMDB09663	C00350
HMDB09664	C00350
HMDB09665	C00350
HMDB09666	C00350
HMDB09667	C00350
HMDB09668	C00350
HMDB09669	C00350
HMDB09670	C00350
HMDB09671	C00350
HMDB09672	C00350
HMDB09673	C00350
HMDB09674	C00350
HMDB09675	C00350
HMDB09676	C00350
HMDB09677	C00350
HMDB09678	C00350
HMDB09679	C00350
HMDB09680	C00350
HMDB09681	C00350
HMDB09682	C00350
HMDB09683	C00350
HMDB09684	C00350
HMDB09685	C00350
HMDB09686	C00350
HMDB09687	C00350
HMDB09688	C00350
HMDB09689	C00350
HMDB09690	C00350
HMDB09691	C00350
HMDB09692	C00350
HMDB09693	C00350
HMDB09694	C00350
HMDB09695	C00350
HMDB09696	C00350
HMDB09697	C00350
HMDB09698	C00350
HMDB09699	C00350
HMDB09700	C00350
HMDB09701	C00350
HMDB09702	C00350
HMDB09703	C00350
HMDB09704	C00350
HMDB09705	C00350
HMDB09706	C00350
HMDB09707	C00350
HMDB09708	C00350
HMDB09709	C00350
HMDB09710	C00350
HMDB09711	C00350
HMDB09712	C00350
HMDB09713	C00350
HMDB09714	C00350
HMDB09715	C00350
HMDB09716	C00350
HMDB09717	C00350
HMDB09718	C00350
HMDB09719	C00350
HMDB09720	C00350
HMDB09721	C00350
HMDB09722	C00350
HMDB09723	C00350
HMDB09724	C00350
HMDB09725	C00350
HMDB09726	C00350
HMDB09727	C00350
HMDB09728	C00350
HMDB09729	C00350
HMDB09730	C00350
HMDB09731	C00350
HMDB09732	C00350
HMDB09733	C00350
HMDB09734	C00350
HMDB09735	C00350
HMDB09736	C00350
HMDB09737	C00350
HMDB09738	C00350
HMDB09739	C00350
HMDB09740	C00350
HMDB09741	C00350
HMDB09742	C00350
HMDB09743	C00350
HMDB09744	C00350
HMDB09745	C00350
HMDB09746	C00350
HMDB09747	C00350
HMDB09748	C00350
HMDB09749	C00350
HMDB09750	C00350
HMDB09751	C00350
HMDB09752	C00350
HMDB09753	C00350
HMDB09754	C00350
HMDB09755	C00350
HMDB09756	C00350
HMDB09757	C00350
HMDB09758	C00350
HMDB09759	C00350
HMDB09760	C00350
HMDB09761	C00350
HMDB09762	C00350
HMDB09763	C00350
HMDB09764	C00350
HMDB09765	C00350
HMDB09766	C00350
HMDB09767	C00350
HMDB09768	C00350
HMDB09769	C00350
HMDB09770	C00350
HMDB09771	C00350
HMDB09772	C00350
HMDB09773	C00350
HMDB09774	C00350
HMDB09775	C00350
HMDB09776	C00350
HMDB09777	C00350
HMDB09778	C00626
HMDB09779	C00626
HMDB09780	C00626
HMDB09781	C00626
HMDB09782	C00626
HMDB09783	C00626
HMDB09784	C00626
HMDB09785	C00626
HMDB09786	C00626
HMDB09787	C00626
HMDB09788	C00626
HMDB09789	C00626
HMDB09790	C00626
HMDB09791	C00626
HMDB09792	C00626
HMDB09793	C00626
HMDB09794	C00626
HMDB09795	C00626
HMDB09796	C00626
HMDB09797	C00626
HMDB09798	C00626
HMDB09799	C00626
HMDB09800	C00626
HMDB09801	C00626
HMDB09802	C00626
HMDB09803	C00626
HMDB09804	C00626
HMDB09805	C00626
HMDB09806	C00626
HMDB09807	C00626
HMDB09808	C00626
HMDB09809	C00626
HMDB09810	C00626
HMDB09811	C00626
HMDB09812	C00626
HMDB09813	C00626
HMDB09814	C00626
HMDB09815	C00626
HMDB09816	C00626
HMDB09817	C00626
HMDB09818	C00626
HMDB09819	C00626
HMDB09820	C00626
HMDB09821	C00626
HMDB09822	C00626
HMDB09823	C00626
HMDB09824	C00626
HMDB09825	C00626
HMDB09826	C00626
HMDB09827	C00626
HMDB09828	C00626
HMDB09829	C00626
HMDB09830	C00626
HMDB09831	C00626
HMDB09832	C00626
HMDB09833	C00626
HMDB09834	C00626
HMDB09835	C00626
HMDB09836	C00626
HMDB09837	C00626
HMDB09838	C00626
HMDB09839	C00626
HMDB09840	C00626
HMDB09841	C00626
HMDB09842	C00626
HMDB09843	C00626
HMDB09844	C00626
HMDB09845	C00626
HMDB09846	C00626
HMDB09847	C00626
HMDB09848	C00626
HMDB09849	C00626
HMDB09850	C00626
HMDB09851	C00626
HMDB09852	C00626
HMDB09853	C00626
HMDB09854	C00626
HMDB09855	C00626
HMDB09856	C00626
HMDB09857	C00626
HMDB09858	C00626
HMDB09859	C00626
HMDB09860	C00626
HMDB09861	C00626
HMDB09862	C00626
HMDB09863	C00626
HMDB09864	C00626
HMDB09865	C00626
HMDB09866	C00626
HMDB09867	C00626
HMDB09868	C00626
HMDB09869	C00626
HMDB09870	C00626
HMDB09871	C00626
HMDB09872	C00626
HMDB09873	C00626
HMDB09874	C00626
HMDB09875	C00626
HMDB09876	C00626
HMDB09877	C00626
HMDB09878	C00626
HMDB09879	C00626
HMDB09880	C00626
HMDB09881	C00626
HMDB09882	C00626
HMDB09883	C00626
HMDB09884	C00626
HMDB09885	C00626
HMDB09886	C00626
HMDB09887	C00626
HMDB09888	C00626
HMDB09889	C00626
HMDB09890	C00626
HMDB09891	C00626
HMDB09892	C00626
HMDB09893	C00626
HMDB09894	C00626
HMDB09895	C00626
HMDB09896	C00626
HMDB09897	C00626
HMDB09898	C00626
HMDB09899	C00626
HMDB09900	C00626
HMDB09901	C00626
HMDB09902	C00626
HMDB09903	C00626
HMDB09904	C00626
HMDB09905	C00626
HMDB09906	C00626
HMDB09907	C00626
HMDB09908	C00626
HMDB09909	C00626
HMDB09910	C00626
HMDB09911	C00626
HMDB09912	C00626
HMDB09913	C00626
HMDB09914	C00626
HMDB09915	C00626
HMDB09916	C00626
HMDB09917	C00626
HMDB09918	C00626
HMDB09919	C00626
HMDB09920	C00626
HMDB09922	C00626
HMDB09923	C00626
HMDB09924	C00626
HMDB09925	C00626
HMDB09926	C00626
HMDB09927	C00626
HMDB09928	C00626
HMDB09929	C00626
HMDB09930	C00626
HMDB09931	C00626
HMDB09932	C00626
HMDB09933	C00626
HMDB09936	C00626
HMDB09937	C00626
HMDB09938	C00626
HMDB09939	C00626
HMDB09940	C00626
HMDB09941	C00626
HMDB09942	C00626
HMDB09943	C00626
HMDB09944	C00626
HMDB09945	C00626
HMDB09946	C00626
HMDB09947	C00626
HMDB09948	C00626
HMDB09949	C00626
HMDB09950	C00626
HMDB09951	C00626
HMDB09952	C00626
HMDB09953	C00626
HMDB09954	C00626
HMDB09955	C00626
HMDB09956	C00626
HMDB09957	C00626
HMDB09958	C00626
HMDB09959	C00626
HMDB09960	C00626
HMDB09961	C00626
HMDB09962	C00626
HMDB09963	C00626
HMDB09964	C00626
HMDB09965	C00626
HMDB09966	C00626
HMDB09967	C00626
HMDB09968	C00626
HMDB09969	C00626
HMDB09970	C00626
HMDB09971	C00626
HMDB09972	C00626
HMDB09973	C00626
HMDB09974	C00626
HMDB09976	C00626
HMDB09977	C00626
HMDB09978	C00626
HMDB09979	C00626
HMDB09980	C00626
HMDB09981	C00626
HMDB09982	C00626
HMDB09983	C00626
HMDB09984	C00626
HMDB09985	C00626
HMDB09986	C00626
HMDB09987	C00626
HMDB09988	C00626
HMDB09989	C00626
HMDB09990	C00626
HMDB09991	C00626
HMDB09992	C00626
HMDB09993	C00626
HMDB09994	C00626
HMDB09995	C00626
HMDB09996	C00626
HMDB09997	C00626
HMDB09998	C00626
HMDB09999	C00626
HMDB10000	C00626
HMDB10001	C00626
HMDB10002	C00626
HMDB10003	C00626
HMDB10004	C00626
HMDB10005	C00626
HMDB10006	C00626
HMDB10007	C00626
HMDB10008	C00626
HMDB10009	C00626
HMDB10010	C00626
HMDB10011	C00626
HMDB10012	C00626
HMDB10013	C00626
HMDB10014	C00626
HMDB10015	C00626
HMDB10016	C00626
HMDB10017	C00626
HMDB10018	C00626
HMDB10019	C00626
HMDB10020	C00626
HMDB10021	C00626
HMDB10022	C00626
HMDB10023	C00626
HMDB10024	C00626
HMDB10027	C00626
HMDB10028	C00626
HMDB10029	C00626
HMDB10030	C00626
HMDB10032	C00626
HMDB10033	C00626
HMDB10034	C00626
HMDB10035	C00626
HMDB10036	C00626
HMDB10037	C00626
HMDB10038	C00626
HMDB10039	C00626
HMDB10040	C00626
HMDB10041	C00626
HMDB10042	C00626
HMDB10043	C00626
HMDB10044	C00626
HMDB10045	C00626
HMDB10046	C00626
HMDB10047	C00626
HMDB10048	C00626
HMDB10049	C00626
HMDB10050	C00626
HMDB10051	C00626
HMDB10052	C00626
HMDB10053	C00626
HMDB10054	C00626
HMDB10055	C00626
HMDB10056	C00626
HMDB10057	C00626
HMDB10058	C00626
HMDB10059	C00626
HMDB10060	C00626
HMDB10061	C00626
HMDB10062	C00626
HMDB10063	C00626
HMDB10064	C00626
HMDB10065	C00626
HMDB10066	C00626
HMDB10067	C00626
HMDB10068	C00626
HMDB10069	C00626
HMDB10070	C00626
HMDB10071	C00626
HMDB10072	C00626
HMDB10073	C00626
HMDB10074	C00626
HMDB10075	C00626
HMDB10076	C00626
HMDB10077	C00626
HMDB10078	C00626
HMDB10079	C00626
HMDB10080	C00626
HMDB10081	C00626
HMDB10082	C00626
HMDB10083	C00626
HMDB10084	C00626
HMDB10085	C00626
HMDB10086	C00626
HMDB10087	C00626
HMDB10088	C00626
HMDB10089	C00626
HMDB10090	C00626
HMDB10091	C00626
HMDB10092	C00626
HMDB10093	C00626
HMDB10094	C00626
HMDB10095	C00626
HMDB10096	C00626
HMDB10097	C00626
HMDB10098	C00626
HMDB10099	C00626
HMDB10100	C00626
HMDB10101	C00626
HMDB10102	C00626
HMDB10103	C00626
HMDB10104	C00626
HMDB10105	C00626
HMDB10106	C00626
HMDB10107	C00626
HMDB10108	C00626
HMDB10109	C00626
HMDB10110	C00626
HMDB10111	C00626
HMDB10112	C00626
HMDB10113	C00626
HMDB10114	C00626
HMDB10115	C00626
HMDB10116	C00626
HMDB10117	C00626
HMDB10118	C00626
HMDB10119	C00626
HMDB10120	C00626
HMDB10121	C00626
HMDB10122	C00626
HMDB10123	C00626
HMDB10124	C00626
HMDB10125	C00626
HMDB10126	C00626
HMDB10127	C00626
HMDB10128	C00626
HMDB10129	C00626
HMDB10130	C00626
HMDB10131	C00626
HMDB10132	C00626
HMDB10133	C00626
HMDB10134	C00626
HMDB10135	C00626
HMDB10136	C00626
HMDB10137	C00626
HMDB10138	C00626
HMDB10139	C00626
HMDB10140	C00626
HMDB10141	C00626
HMDB10142	C00626
HMDB10143	C00626
HMDB10144	C00626
HMDB10145	C00626
HMDB10146	C00626
HMDB10147	C00626
HMDB10148	C00626
HMDB10149	C00626
HMDB10150	C00626
HMDB10151	C00626
HMDB10152	C00626
HMDB10153	C00626
HMDB10154	C00626
HMDB10155	C00626
HMDB10156	C00626
HMDB10157	C00626
HMDB10158	C00626
HMDB10159	C00626
HMDB10160	C00626
HMDB10161	C00626
HMDB10162	C00626
HMDB10163	C02737
HMDB10164	C02737
HMDB10165	C02737
HMDB10166	C02737
HMDB10167	C02737
HMDB10168	C00550
HMDB10169	C00550
HMDB10199	C05959
HMDB10207	C00861
HMDB10210	C04577
HMDB10212	C13843
HMDB10217	C14732
HMDB10313	C03033
HMDB10315	C03033
HMDB10317	C03033
HMDB10318	C03033
HMDB10319	C03033
HMDB10320	C03033
HMDB10321	C03033
HMDB10322	C03033
HMDB10323	C03033
HMDB10324	C03033
HMDB10326	C03033
HMDB10327	C03033
HMDB10328	C03033
HMDB10329	C03033
HMDB10330	C03033
HMDB10331	C03033
HMDB10332	C03033
HMDB10333	C03033
HMDB10334	C03033
HMDB10335	C03033
HMDB10336	C03033
HMDB10337	C03033
HMDB10338	C03033
HMDB10339	C03033
HMDB10340	C03033
HMDB10342	C03033
HMDB10343	C03033
HMDB10344	C03033
HMDB10345	C03033
HMDB10346	C03033
HMDB10347	C03033
HMDB10348	C03033
HMDB10349	C04300
HMDB10350	C03033
HMDB10351	C03033
HMDB10352	C03033
HMDB10353	C03033
HMDB10354	C03033
HMDB10355	C03033
HMDB10356	C03033
HMDB10357	C03033
HMDB10358	C11289
HMDB10359	C03033
HMDB10360	C03033
HMDB10361	C03033
HMDB10362	C03033
HMDB10363	C03033
HMDB10364	C03033
HMDB10365	C03033
HMDB10368	C02530
HMDB10370	C02530
HMDB10379	C04230
HMDB10380	C04230
HMDB10381	C04230
HMDB10382	C04230
HMDB10383	C04230
HMDB10384	C04230
HMDB10385	C04230
HMDB10386	C04230
HMDB10387	C04230
HMDB10388	C04230
HMDB10389	C04230
HMDB10390	C04230
HMDB10391	C04230
HMDB10392	C04230
HMDB10393	C04230
HMDB10394	C04230
HMDB10395	C04230
HMDB10396	C04230
HMDB10397	C04230
HMDB10398	C04230
HMDB10399	C04230
HMDB10400	C04230
HMDB10401	C04230
HMDB10402	C04230
HMDB10403	C04230
HMDB10404	C04230
HMDB10405	C04230
HMDB10406	C04230
HMDB10407	C04230
HMDB10408	C04230
HMDB10708	C02686
HMDB10709	C02686
HMDB10710	C02686
HMDB10711	C02686
HMDB10712	C02686
HMDB10713	C02686
HMDB10714	C02686
HMDB10715	C02505
HMDB10716	C05695
HMDB10717	C02122
HMDB10720	C01771
HMDB10727	C02367
HMDB10738	C16358
HMDB11103	C16356
HMDB11104	C05696
HMDB11105	C16365
HMDB11106	C04732
HMDB11107	C16355
HMDB11108	C16346
HMDB11110	C01528
HMDB11111	C00222
HMDB11112	C05775
HMDB11113	C16335
HMDB11114	C16331
HMDB11117	C05692
HMDB11118	C05691
HMDB11119	C05684
HMDB11120	C16336
HMDB11121	C16332
HMDB11122	C16328
HMDB11123	C05279
HMDB11133	C03805
HMDB11134	C04805
HMDB11135	C05356
HMDB11136	C14749
HMDB11137	C05959
HMDB11147	C03820
HMDB11148	C04598
HMDB11149	C04317
HMDB11154	C15646
HMDB11155	C15647
HMDB11158	C04756
HMDB11181	C08813
HMDB11182	C03091
HMDB11185	C12147
HMDB11187	C13044
HMDB11188	C00422
HMDB11591	C01290
HMDB11592	C01290
HMDB11593	C01290
HMDB11594	C01290
HMDB11595	C01290
HMDB11599	C02216
HMDB11600	C00913
HMDB11603	C16453
HMDB11605	C08825
HMDB11606	C04453
HMDB11614	C02241
HMDB11616	C02353
HMDB11617	C00946
HMDB11618	C15492
HMDB11620	C06697
HMDB11622	C15566
HMDB11623	C12307
HMDB11624	C01633
HMDB11625	C07308
HMDB11626	C02277
HMDB11627	C19691
HMDB11628	C02283
HMDB11629	C06194
HMDB11631	C03227
HMDB11632	C01507
HMDB11634	C03375
HMDB11637	C15516
HMDB11640	C02355
HMDB11641	C03031
HMDB11648	C15497
HMDB11649	C01225
HMDB11653	C04518
HMDB11654	C04692
HMDB11655	C04441
HMDB11657	C04744
HMDB11662	C04840
HMDB11668	C15658
HMDB11669	C01288
HMDB11673	C05860
HMDB11676	C02266
HMDB11688	C01151
HMDB11690	C16675
HMDB11692	C03104
HMDB11698	C00550
HMDB11699	C00550
HMDB11718	C00633
HMDB11720	C01050
HMDB11723	C01586
HMDB11724	C17467
HMDB11725	C16199
HMDB11729	C03661
HMDB11730	C08243
HMDB11731	C01062
HMDB11732	C15673
HMDB11733	C02037
HMDB11734	C01112
HMDB11737	C05282
HMDB11738	C05283
HMDB11740	C19636
HMDB11742	C19632
HMDB11744	C00645
HMDB11745	C02712
HMDB11747	C03557
HMDB11750	C03372
HMDB11753	C19911
HMDB11754	C07194
HMDB11756	C02710
HMDB11773	C13916
HMDB12082	7850622
HMDB12084	C00550
HMDB12085	C00550
HMDB12087	C00550
HMDB12088	C00550
HMDB12089	C00550
HMDB12090	C00550
HMDB12091	C00550
HMDB12092	C00550
HMDB12093	C00550
HMDB12094	C00550
HMDB12095	C00550
HMDB12096	C00550
HMDB12100	C00550
HMDB12101	C00550
HMDB12102	C00550
HMDB12103	C00550
HMDB12104	C00550
HMDB12105	C00550
HMDB12107	C00550
HMDB12108	C04230
HMDB12109	C06475
HMDB12110	C04741
HMDB12111	C16015
HMDB12114	C01142
HMDB12115	C01186
HMDB12126	C04537
HMDB12127	C09816
HMDB12128	C07514
HMDB12129	C09817
HMDB12131	C03656
HMDB12133	C02351
HMDB12134	C15606
HMDB12136	C05771
HMDB12138	C11714
HMDB12140	C06007
HMDB12141	C04272
HMDB12143	C05252
HMDB12144	C05253
HMDB12149	C04236
HMDB12150	C05548
HMDB12151	C03239
HMDB12152	C16699
HMDB12154	C02636
HMDB12155	C06714
HMDB12156	C04411
HMDB12157	C07330
HMDB12158	C06715
HMDB12161	C15767
HMDB12175	C03087
HMDB12176	C00990
HMDB12177	C04489
HMDB12179	C06749
HMDB12180	C09821
HMDB12183	C18202
HMDB12184	C06509
HMDB12185	C06510
HMDB12187	C04216
HMDB12188	C01230
HMDB12189	C16565
HMDB12190	C01478
HMDB12194	C08353
HMDB12195	C03906
HMDB12199	C00251
HMDB12201	C16443
HMDB12203	C15546
HMDB12204	C00371
HMDB12206	C03691
HMDB12207	C06322
HMDB12208	C04666
HMDB12209	C06608
HMDB12210	C02147
HMDB12215	C02029
HMDB12216	C20300
HMDB12219	C17755
HMDB12221	C08543
HMDB12223	C09818
HMDB12224	C13766
HMDB12225	C02763
HMDB12226	C07943
HMDB12230	C15699
HMDB12231	C04217
HMDB12233	C03273
HMDB12236	C01267
HMDB12238	C00708
HMDB12241	C02631
HMDB12245	C08272
HMDB12247	C03340
HMDB12248	C05231
HMDB12249	C00441
HMDB12250	C03082
HMDB12251	C08270
HMDB12253	C01936
HMDB12258	C07294
HMDB12259	C07295
HMDB12260	C06232
HMDB12265	C01043
HMDB12266	C04462
HMDB12267	C04421
HMDB12270	C10719
HMDB12275	C05332
HMDB12277	C04896
HMDB12278	C04916
HMDB12282	C00404
HMDB12283	C00254
HMDB12289	C03972
HMDB12290	C04144
HMDB12295	C01008
HMDB12300	C04089
HMDB12301	C01623
HMDB12302	C00617
HMDB12303	C00935
HMDB12304	C02330
HMDB12305	C02199
HMDB12308	C00755
HMDB12309	C16666
HMDB12310	C15978
HMDB12311	C06125
HMDB12312	C06125
HMDB12313	C06125
HMDB12314	C06125
HMDB12315	C06125
HMDB12316	C06125
HMDB12317	C06125
HMDB12318	C06125
HMDB12319	C06125
HMDB12320	C02686
HMDB12321	C02686
HMDB12322	C11713
HMDB12325	C06115
HMDB12326	C15923
HMDB12327	C02781
HMDB12329	C16683
HMDB12451	C16680
HMDB12452	C16679
HMDB12453	C17333
HMDB12454	C17335
HMDB12455	C05444
HMDB12456	C05448
HMDB12457	C17331
HMDB12458	C17337
HMDB12459	C17336
HMDB12469	C09640
HMDB12475	C14145
HMDB12481	C04671
HMDB12482	C06486
HMDB12486	C06350
HMDB12494	C11174
HMDB12497	C15668
HMDB12580	C00584
HMDB12601	C00584
HMDB12638	C00584
HMDB12639	C03577
HMDB12710	C00944
HMDB12715	C16217
HMDB12777	C00584
HMDB12782	C05302
HMDB12815	C12455
HMDB12819	C05651
HMDB12843	C06103
HMDB12855	C00584
HMDB12874	C00777
HMDB12880	C18170
HMDB12882	C06102
HMDB12897	C20157
HMDB12915	C00590
HMDB12920	C00524
HMDB12925	C15853
HMDB12943	C14819
HMDB12945	C05305
HMDB12947	C05183
HMDB12948	C05647
HMDB12958	C14155
HMDB12965	C07612
HMDB12971	C00854
HMDB12973	C05361
HMDB12982	C07054
HMDB12992	C17756
HMDB13004	C00072
HMDB13028	C01942
HMDB13035	C06606
HMDB13036	C16834
HMDB13037	C00888
HMDB13040	C00427
HMDB13046	C02744
HMDB13070	C02325
HMDB13112	C01170
HMDB13122	C04230
HMDB13139	C14519
HMDB13163	C14460
HMDB13188	C18620
HMDB13195	C10998
HMDB13209	C00806
HMDB13221	C05481
HMDB13222	C03065
HMDB13231	C00797
HMDB13233	C02800
HMDB13243	C11221
HMDB13244	C13908
HMDB13248	C03343
HMDB13253	C05135
HMDB13287	C05545
HMDB13304	C07375
HMDB13316	C14509
HMDB13318	C00977
HMDB13461	C00550
HMDB13462	C00550
HMDB13463	C00550
HMDB13464	C00550
HMDB13465	C00550
HMDB13466	C00550
HMDB13467	C00550
HMDB13468	C00550
HMDB13469	C00550
HMDB13470	C00338
HMDB13471	c0338
HMDB13592	C06609
HMDB13593	C00265
HMDB13609	C00525
HMDB13622	C00174
HMDB13624	C13828
HMDB13625	C13828
HMDB13626	C13829
HMDB13627	C13828
HMDB13628	C13828
HMDB13629	C13828
HMDB13633	C14807
HMDB13635	C05616
HMDB13636	C00113
HMDB13645	C13914
HMDB13674	C01108
HMDB13675	C02183
HMDB13679	C00758
HMDB13682	C00761
HMDB13685	C00811
HMDB13688	C17915
HMDB13689	C12141
HMDB13690	C10238
HMDB13692	C18167
HMDB13693	C09729
HMDB13700	C09908
HMDB13706	C15562
HMDB13708	C01575
HMDB13716	C01799
HMDB13724	C15226
HMDB13727	C03081
HMDB13728	C00482
HMDB13733	C14533
HMDB13743	C00815
HMDB13744	C17883
HMDB13751	C02502
HMDB13761	C06577
HMDB13762	C01468
HMDB13769	C01403
HMDB13773	C00123
HMDB13777	C00137
HMDB13780	C08371
HMDB13781	C00849
HMDB13785	C00089
HMDB13788	C11101
HMDB13797	C01545
HMDB13799	C01455
HMDB13819	C17883
HMDB13832	C01484
HMDB13835	C15205
HMDB13836	C08371
HMDB13845	C01407
HMDB13851	C01407
HMDB13853	C02372
HMDB13854	C13061
HMDB13855	C00146
HMDB13856	C07643
HMDB13858	C06804
HMDB13859	C16555
HMDB13860	C06754
HMDB13861	C16553
HMDB13866	C16546
HMDB13867	C05011
HMDB13868	C14296
HMDB13872	C01782
HMDB13887	C07274
HMDB13893	C14916
HMDB13897	C16648
HMDB13898	C16650
HMDB13899	C16651
HMDB13900	C16649
HMDB13902	C16653
HMDB13903	C16654
HMDB13944	C07486
HMDB13945	C07125
HMDB13960	C06128
HMDB14002	C11782
HMDB14021	C16608
HMDB14095	C15554
HMDB14260	C06944
HMDB14262	C07306
HMDB14263	C02823
HMDB14264	C00101
HMDB14265	C00135
HMDB14266	C00019
HMDB14267	C00022
HMDB14268	C00079
HMDB14269	C00120
HMDB14270	C00114
HMDB14271	C00047
HMDB14272	C00062
HMDB14273	C00072
HMDB14274	C00750
HMDB14275	C00049
HMDB14276	C00077
HMDB14277	C00064
HMDB14278	C00020
HMDB14279	C06427
HMDB14280	C00065
HMDB14281	C00073
HMDB14282	C00082
HMDB14283	C01673
HMDB14285	C00491
HMDB14286	C00042
HMDB14287	C00255
HMDB14288	C00140
HMDB14289	C00025
HMDB14290	C00051
HMDB14292	C00037
HMDB14293	C01561
HMDB14294	C00250
HMDB14295	C00300
HMDB14296	C00123
HMDB14297	C00078
HMDB14298	C00097
HMDB14299	C00378
HMDB14300	C05441
HMDB14301	C03242
HMDB14302	C00327
HMDB14303	C00188
HMDB14304	C00004
HMDB14305	C00504
HMDB14306	C06428
HMDB14307	C00041
HMDB14308	C00183
HMDB14309	C00473
HMDB14310	C02477
HMDB14311	C00314
HMDB14312	C00725
HMDB14313	C00407
HMDB14314	C11045
HMDB14315	C05443
HMDB14316	C05377
HMDB14317	C00002
HMDB14318	C00148
HMDB14319	C00147
HMDB14320	C00152
HMDB14321	C01844
HMDB14322	C07571
HMDB14325	C10719
HMDB14326	C07005
HMDB14328	C07514
HMDB14330	C16150
HMDB14333	C06980
HMDB14335	C07833
HMDB14337	C07438
HMDB14339	C07153
HMDB14340	C07195
HMDB14341	C06849
HMDB14343	C08092
HMDB14344	C01912
HMDB14345	C08230
HMDB14346	C07481
HMDB14347	C07546
HMDB14348	C07259
HMDB14349	C07751
HMDB14350	C07391
HMDB14351	C06539
HMDB14352	C06838
HMDB14353	C07140
HMDB14356	C07890
HMDB14357	C07465
HMDB14358	C11806
HMDB14360	C07572
HMDB14363	C07663
HMDB14365	C07257
HMDB14366	C07053
HMDB14367	C07669
HMDB14369	C07051
HMDB14370	C13106
HMDB14371	C07035
HMDB14372	C07074
HMDB14373	C07516
HMDB14376	C07125
HMDB14377	C07765
HMDB14378	C02518
HMDB14380	C07224
HMDB14381	C07362
HMDB14382	C07827
HMDB14383	C07263
HMDB14384	C08075
HMDB14390	C06846
HMDB14391	C07568
HMDB14392	C07199
HMDB14393	C08187
